# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 2.600000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
121           	-1.849619e-01	-1.270478e-01	-5.791412e-02	-6.139228e-17	-3.256371e-03	3.256371e-03	-3.256371e-03	-3.456683e-02	-1.271346e+01	1.963396e+00	-1.173176e+01	1.369516e+01
122           	-1.863534e-01	-1.278621e-01	-5.849127e-02	-6.144134e-17	-3.280870e-03	3.280870e-03	-3.280870e-03	-3.468543e-02	-1.275161e+01	1.970132e+00	-1.176654e+01	1.373667e+01
123           	-1.877220e-01	-1.286609e-01	-5.906108e-02	-6.148396e-17	-3.304965e-03	3.304965e-03	-3.304965e-03	-3.479992e-02	-1.278820e+01	1.976635e+00	-1.179989e+01	1.377652e+01
124           	-1.890654e-01	-1.294429e-01	-5.962254e-02	-6.152245e-17	-3.328616e-03	3.328616e-03	-3.328616e-03	-3.491016e-02	-1.282341e+01	1.982897e+00	-1.183196e+01	1.381486e+01
125           	-1.903870e-01	-1.302104e-01	-6.017659e-02	-6.156129e-17	-3.351884e-03	3.351884e-03	-3.351884e-03	-3.501691e-02	-1.285794e+01	1.988961e+00	-1.186346e+01	1.385242e+01
126           	-1.916947e-01	-1.309723e-01	-6.072243e-02	-6.159457e-17	-3.374907e-03	3.374907e-03	-3.374907e-03	-3.512494e-02	-1.289240e+01	1.995096e+00	-1.189485e+01	1.388995e+01
127           	-1.929481e-01	-1.316969e-01	-6.125113e-02	-6.163264e-17	-3.396973e-03	3.396973e-03	-3.396973e-03	-3.522291e-02	-1.292595e+01	2.000661e+00	-1.192562e+01	1.392628e+01
128           	-1.941737e-01	-1.324050e-01	-6.176877e-02	-6.166455e-17	-3.418552e-03	3.418552e-03	-3.418552e-03	-3.531809e-02	-1.295884e+01	2.006068e+00	-1.195580e+01	1.396187e+01
129           	-1.953826e-01	-1.331027e-01	-6.227986e-02	-6.168966e-17	-3.439834e-03	3.439834e-03	-3.439834e-03	-3.541142e-02	-1.299081e+01	2.011369e+00	-1.198512e+01	1.399649e+01
130           	-1.965822e-01	-1.337967e-01	-6.278555e-02	-6.169877e-17	-3.460955e-03	3.460955e-03	-3.460955e-03	-3.550556e-02	-1.302175e+01	2.016716e+00	-1.201339e+01	1.403010e+01
131           	-1.977481e-01	-1.344685e-01	-6.327952e-02	-6.170547e-17	-3.481480e-03	3.481480e-03	-3.481480e-03	-3.559451e-02	-1.305131e+01	2.021768e+00	-1.204042e+01	1.406219e+01
132           	-1.988688e-01	-1.351129e-01	-6.375591e-02	-6.171250e-17	-3.501211e-03	3.501211e-03	-3.501211e-03	-3.567849e-02	-1.307977e+01	2.026538e+00	-1.206650e+01	1.409304e+01
133           	-1.999463e-01	-1.357321e-01	-6.421422e-02	-6.172350e-17	-3.520182e-03	3.520182e-03	-3.520182e-03	-3.575894e-02	-1.310763e+01	2.031108e+00	-1.209207e+01	1.412318e+01
134           	-2.009912e-01	-1.363334e-01	-6.465784e-02	-6.173736e-17	-3.538577e-03	3.538577e-03	-3.538577e-03	-3.583776e-02	-1.313500e+01	2.035585e+00	-1.211720e+01	1.415279e+01
135           	-2.020181e-01	-1.369243e-01	-6.509385e-02	-6.175496e-17	-3.556657e-03	3.556657e-03	-3.556657e-03	-3.591521e-02	-1.316179e+01	2.039984e+00	-1.214180e+01	1.418178e+01
136           	-2.030264e-01	-1.375034e-01	-6.552300e-02	-6.177039e-17	-3.574408e-03	3.574408e-03	-3.574408e-03	-3.599019e-02	-1.318760e+01	2.044243e+00	-1.216548e+01	1.420973e+01
137           	-2.040087e-01	-1.380660e-01	-6.594270e-02	-6.178175e-17	-3.591702e-03	3.591702e-03	-3.591702e-03	-3.606164e-02	-1.321225e+01	2.048301e+00	-1.218810e+01	1.423640e+01
138           	-2.049531e-01	-1.386065e-01	-6.634659e-02	-6.178660e-17	-3.608330e-03	3.608330e-03	-3.608330e-03	-3.612998e-02	-1.323571e+01	2.052183e+00	-1.220962e+01	1.426180e+01
139           	-2.058567e-01	-1.391244e-01	-6.673230e-02	-6.178828e-17	-3.624238e-03	3.624238e-03	-3.624238e-03	-3.619605e-02	-1.325826e+01	2.055936e+00	-1.223029e+01	1.428623e+01
140           	-2.067215e-01	-1.396213e-01	-6.710018e-02	-6.178780e-17	-3.639462e-03	3.639462e-03	-3.639462e-03	-3.626055e-02	-1.328011e+01	2.059599e+00	-1.225031e+01	1.430990e+01
141           	-2.075521e-01	-1.400976e-01	-6.745452e-02	-6.179293e-17	-3.654086e-03	3.654086e-03	-3.654086e-03	-3.632153e-02	-1.330136e+01	2.063063e+00	-1.226983e+01	1.433289e+01
142           	-2.083666e-01	-1.405658e-01	-6.780075e-02	-6.179247e-17	-3.668425e-03	3.668425e-03	-3.668425e-03	-3.638252e-02	-1.332209e+01	2.066527e+00	-1.228882e+01	1.435535e+01
143           	-2.091635e-01	-1.410232e-01	-6.814032e-02	-6.179586e-17	-3.682456e-03	3.682456e-03	-3.682456e-03	-3.644143e-02	-1.334215e+01	2.069873e+00	-1.230721e+01	1.437708e+01
144           	-2.099314e-01	-1.414630e-01	-6.846840e-02	-6.179975e-17	-3.695975e-03	3.695975e-03	-3.695975e-03	-3.649730e-02	-1.336121e+01	2.073046e+00	-1.232469e+01	1.439774e+01
145           	-2.106618e-01	-1.418806e-01	-6.878111e-02	-6.180382e-17	-3.708834e-03	3.708834e-03	-3.708834e-03	-3.654977e-02	-1.337926e+01	2.076027e+00	-1.234125e+01	1.441728e+01
146           	-2.113543e-01	-1.422775e-01	-6.907680e-02	-6.180538e-17	-3.721027e-03	3.721027e-03	-3.721027e-03	-3.660036e-02	-1.339641e+01	2.078900e+00	-1.235696e+01	1.443586e+01
147           	-2.120161e-01	-1.426567e-01	-6.935935e-02	-6.180995e-17	-3.732677e-03	3.732677e-03	-3.732677e-03	-3.664868e-02	-1.341294e+01	2.081645e+00	-1.237212e+01	1.445376e+01
148           	-2.126574e-01	-1.430264e-01	-6.963101e-02	-6.180634e-17	-3.743968e-03	3.743968e-03	-3.743968e-03	-3.669768e-02	-1.342897e+01	2.084428e+00	-1.238676e+01	1.447119e+01
149           	-2.132852e-01	-1.433883e-01	-6.989689e-02	-6.180365e-17	-3.755021e-03	3.755021e-03	-3.755021e-03	-3.674570e-02	-1.344463e+01	2.087156e+00	-1.240105e+01	1.448820e+01
150           	-2.138890e-01	-1.437354e-01	-7.015362e-02	-6.179919e-17	-3.765652e-03	3.765652e-03	-3.765652e-03	-3.679089e-02	-1.345961e+01	2.089723e+00	-1.241475e+01	1.450447e+01
151           	-2.144656e-01	-1.440655e-01	-7.040010e-02	-6.179759e-17	-3.775802e-03	3.775802e-03	-3.775802e-03	-3.683268e-02	-1.347393e+01	2.092096e+00	-1.242788e+01	1.451998e+01
152           	-2.150121e-01	-1.443786e-01	-7.063346e-02	-6.179639e-17	-3.785424e-03	3.785424e-03	-3.785424e-03	-3.687258e-02	-1.348748e+01	2.094362e+00	-1.244030e+01	1.453466e+01
153           	-2.155354e-01	-1.446791e-01	-7.085630e-02	-6.179886e-17	-3.794637e-03	3.794637e-03	-3.794637e-03	-3.691138e-02	-1.350050e+01	2.096566e+00	-1.245221e+01	1.454878e+01
154           	-2.160370e-01	-1.449683e-01	-7.106868e-02	-6.179893e-17	-3.803467e-03	3.803467e-03	-3.803467e-03	-3.694980e-02	-1.351291e+01	2.098749e+00	-1.246353e+01	1.456228e+01
155           	-2.165233e-01	-1.452485e-01	-7.127476e-02	-6.180034e-17	-3.812030e-03	3.812030e-03	-3.812030e-03	-3.698689e-02	-1.352496e+01	2.100855e+00	-1.247454e+01	1.457539e+01
156           	-2.169906e-01	-1.455180e-01	-7.147258e-02	-6.179745e-17	-3.820257e-03	3.820257e-03	-3.820257e-03	-3.702271e-02	-1.353648e+01	2.102890e+00	-1.248503e+01	1.458792e+01
157           	-2.174415e-01	-1.457772e-01	-7.166434e-02	-6.179752e-17	-3.828196e-03	3.828196e-03	-3.828196e-03	-3.705642e-02	-1.354765e+01	2.104805e+00	-1.249525e+01	1.460005e+01
158           	-2.178692e-01	-1.460236e-01	-7.184566e-02	-6.179409e-17	-3.835726e-03	3.835726e-03	-3.835726e-03	-3.708894e-02	-1.355820e+01	2.106652e+00	-1.250488e+01	1.461153e+01
159           	-2.182803e-01	-1.462600e-01	-7.202033e-02	-6.179597e-17	-3.842963e-03	3.842963e-03	-3.842963e-03	-3.711983e-02	-1.356844e+01	2.108407e+00	-1.251423e+01	1.462264e+01
160           	-2.186697e-01	-1.464850e-01	-7.218463e-02	-6.179345e-17	-3.849818e-03	3.849818e-03	-3.849818e-03	-3.715020e-02	-1.357805e+01	2.110132e+00	-1.252298e+01	1.463311e+01
161           	-2.190484e-01	-1.467032e-01	-7.234517e-02	-6.179735e-17	-3.856485e-03	3.856485e-03	-3.856485e-03	-3.717902e-02	-1.358748e+01	2.111768e+00	-1.253160e+01	1.464337e+01
162           	-2.194083e-01	-1.469116e-01	-7.249669e-02	-6.179439e-17	-3.862822e-03	3.862822e-03	-3.862822e-03	-3.720745e-02	-1.359631e+01	2.113383e+00	-1.253962e+01	1.465300e+01
163           	-2.197585e-01	-1.471125e-01	-7.264594e-02	-6.180031e-17	-3.868987e-03	3.868987e-03	-3.868987e-03	-3.723330e-02	-1.360505e+01	2.114851e+00	-1.254762e+01	1.466248e+01
164           	-2.200912e-01	-1.473057e-01	-7.278544e-02	-6.179544e-17	-3.874844e-03	3.874844e-03	-3.874844e-03	-3.726015e-02	-1.361316e+01	2.116376e+00	-1.255498e+01	1.467135e+01
165           	-2.204167e-01	-1.474933e-01	-7.292341e-02	-6.180150e-17	-3.880576e-03	3.880576e-03	-3.880576e-03	-3.728496e-02	-1.362128e+01	2.117786e+00	-1.256239e+01	1.468017e+01
166           	-2.207171e-01	-1.476681e-01	-7.304899e-02	-6.179534e-17	-3.885864e-03	3.885864e-03	-3.885864e-03	-3.730955e-02	-1.362861e+01	2.119182e+00	-1.256902e+01	1.468820e+01
167           	-2.210144e-01	-1.478389e-01	-7.317544e-02	-6.180410e-17	-3.891098e-03	3.891098e-03	-3.891098e-03	-3.733175e-02	-1.363609e+01	2.120443e+00	-1.257587e+01	1.469632e+01
168           	-2.212885e-01	-1.479989e-01	-7.328966e-02	-6.179754e-17	-3.895924e-03	3.895924e-03	-3.895924e-03	-3.735460e-02	-1.364275e+01	2.121741e+00	-1.258188e+01	1.470362e+01
169           	-2.215634e-01	-1.481564e-01	-7.340699e-02	-6.180853e-17	-3.900764e-03	3.900764e-03	-3.900764e-03	-3.737471e-02	-1.364968e+01	2.122884e+00	-1.258824e+01	1.471112e+01
170           	-2.218200e-01	-1.483070e-01	-7.351298e-02	-6.180087e-17	-3.905282e-03	3.905282e-03	-3.905282e-03	-3.739703e-02	-1.365583e+01	2.124151e+00	-1.259375e+01	1.471790e+01
171           	-2.220770e-01	-1.484544e-01	-7.362254e-02	-6.181246e-17	-3.909806e-03	3.909806e-03	-3.909806e-03	-3.741595e-02	-1.366228e+01	2.125226e+00	-1.259967e+01	1.472490e+01
172           	-2.223123e-01	-1.485928e-01	-7.371953e-02	-6.180298e-17	-3.913950e-03	3.913950e-03	-3.913950e-03	-3.743664e-02	-1.366790e+01	2.126401e+00	-1.260470e+01	1.473110e+01
173           	-2.225476e-01	-1.487275e-01	-7.382013e-02	-6.181420e-17	-3.918092e-03	3.918092e-03	-3.918092e-03	-3.745367e-02	-1.367385e+01	2.127368e+00	-1.261017e+01	1.473754e+01
174           	-2.227612e-01	-1.488533e-01	-7.390799e-02	-6.180447e-17	-3.921853e-03	3.921853e-03	-3.921853e-03	-3.747264e-02	-1.367899e+01	2.128446e+00	-1.261476e+01	1.474321e+01
175           	-2.229782e-01	-1.489774e-01	-7.400076e-02	-6.181571e-17	-3.925672e-03	3.925672e-03	-3.925672e-03	-3.748833e-02	-1.368451e+01	2.129337e+00	-1.261984e+01	1.474917e+01
176           	-2.231766e-01	-1.490945e-01	-7.408210e-02	-6.180568e-17	-3.929166e-03	3.929166e-03	-3.929166e-03	-3.750621e-02	-1.368923e+01	2.130353e+00	-1.262406e+01	1.475441e+01
177           	-2.233796e-01	-1.492106e-01	-7.416902e-02	-6.181594e-17	-3.932740e-03	3.932740e-03	-3.932740e-03	-3.752078e-02	-1.369436e+01	2.131180e+00	-1.262877e+01	1.475995e+01
178           	-2.235646e-01	-1.493197e-01	-7.424490e-02	-6.180430e-17	-3.935997e-03	3.935997e-03	-3.935997e-03	-3.753742e-02	-1.369872e+01	2.132125e+00	-1.263266e+01	1.476478e+01
179           	-2.237454e-01	-1.494226e-01	-7.432275e-02	-6.181155e-17	-3.939179e-03	3.939179e-03	-3.939179e-03	-3.754994e-02	-1.370333e+01	2.132836e+00	-1.263691e+01	1.476975e+01
180           	-2.239227e-01	-1.495276e-01	-7.439513e-02	-6.180045e-17	-3.942302e-03	3.942302e-03	-3.942302e-03	-3.756624e-02	-1.370750e+01	2.133762e+00	-1.264062e+01	1.477438e+01
181           	-2.241012e-01	-1.496295e-01	-7.447166e-02	-6.180986e-17	-3.945444e-03	3.945444e-03	-3.945444e-03	-3.757894e-02	-1.371203e+01	2.134484e+00	-1.264479e+01	1.477928e+01
182           	-2.242565e-01	-1.497212e-01	-7.453529e-02	-6.179609e-17	-3.948177e-03	3.948177e-03	-3.948177e-03	-3.759294e-02	-1.371572e+01	2.135279e+00	-1.264808e+01	1.478336e+01
183           	-2.244152e-01	-1.498112e-01	-7.460403e-02	-6.180330e-17	-3.950973e-03	3.950973e-03	-3.950973e-03	-3.760359e-02	-1.371982e+01	2.135884e+00	-1.265187e+01	1.478776e+01
184           	-2.245588e-01	-1.498952e-01	-7.466358e-02	-6.178942e-17	-3.953500e-03	3.953500e-03	-3.953500e-03	-3.761583e-02	-1.372328e+01	2.136579e+00	-1.265499e+01	1.479157e+01
185           	-2.247095e-01	-1.499810e-01	-7.472854e-02	-6.179574e-17	-3.956154e-03	3.956154e-03	-3.956154e-03	-3.762623e-02	-1.372710e+01	2.137170e+00	-1.265852e+01	1.479569e+01
186           	-2.248447e-01	-1.500613e-01	-7.478346e-02	-6.177926e-17	-3.958534e-03	3.958534e-03	-3.958534e-03	-3.763890e-02	-1.373021e+01	2.137890e+00	-1.266127e+01	1.479916e+01
187           	-2.249807e-01	-1.501383e-01	-7.484235e-02	-6.178348e-17	-3.960927e-03	3.960927e-03	-3.960927e-03	-3.764797e-02	-1.373369e+01	2.138405e+00	-1.266449e+01	1.480289e+01
188           	-2.251103e-01	-1.502144e-01	-7.489593e-02	-6.176890e-17	-3.963210e-03	3.963210e-03	-3.963210e-03	-3.765924e-02	-1.373678e+01	2.139045e+00	-1.266726e+01	1.480631e+01
189           	-2.252431e-01	-1.502897e-01	-7.495340e-02	-6.177454e-17	-3.965547e-03	3.965547e-03	-3.965547e-03	-3.766814e-02	-1.374019e+01	2.139550e+00	-1.267041e+01	1.480996e+01
190           	-2.253557e-01	-1.503563e-01	-7.499939e-02	-6.175705e-17	-3.967530e-03	3.967530e-03	-3.967530e-03	-3.767847e-02	-1.374281e+01	2.140137e+00	-1.267274e+01	1.481288e+01
191           	-2.254705e-01	-1.504208e-01	-7.504975e-02	-6.176020e-17	-3.969552e-03	3.969552e-03	-3.969552e-03	-3.768552e-02	-1.374580e+01	2.140538e+00	-1.267554e+01	1.481607e+01
192           	-2.255787e-01	-1.504839e-01	-7.509475e-02	-6.174371e-17	-3.971455e-03	3.971455e-03	-3.971455e-03	-3.769458e-02	-1.374839e+01	2.141052e+00	-1.267786e+01	1.481891e+01
193           	-2.256943e-01	-1.505490e-01	-7.514532e-02	-6.174814e-17	-3.973491e-03	3.973491e-03	-3.973491e-03	-3.770184e-02	-1.375135e+01	2.141464e+00	-1.268062e+01	1.482209e+01
194           	-2.257913e-01	-1.506067e-01	-7.518458e-02	-6.172746e-17	-3.975198e-03	3.975198e-03	-3.975198e-03	-3.771105e-02	-1.375353e+01	2.141988e+00	-1.268253e+01	1.482452e+01
195           	-2.258963e-01	-1.506653e-01	-7.523101e-02	-6.173073e-17	-3.977047e-03	3.977047e-03	-3.977047e-03	-3.771712e-02	-1.375629e+01	2.142333e+00	-1.268512e+01	1.482746e+01
196           	-2.259849e-01	-1.507168e-01	-7.526815e-02	-6.171199e-17	-3.978608e-03	3.978608e-03	-3.978608e-03	-3.772430e-02	-1.375842e+01	2.142740e+00	-1.268705e+01	1.482979e+01
197           	-2.260822e-01	-1.507711e-01	-7.531116e-02	-6.171525e-17	-3.980321e-03	3.980321e-03	-3.980321e-03	-3.772995e-02	-1.376098e+01	2.143061e+00	-1.268945e+01	1.483251e+01
198           	-2.261626e-01	-1.508189e-01	-7.534366e-02	-6.169400e-17	-3.981736e-03	3.981736e-03	-3.981736e-03	-3.773764e-02	-1.376278e+01	2.143498e+00	-1.269103e+01	1.483453e+01
199           	-2.262541e-01	-1.508697e-01	-7.538439e-02	-6.169767e-17	-3.983347e-03	3.983347e-03	-3.983347e-03	-3.774267e-02	-1.376520e+01	2.143784e+00	-1.269331e+01	1.483709e+01
200           	-2.263297e-01	-1.509137e-01	-7.541602e-02	-6.167898e-17	-3.984678e-03	3.984678e-03	-3.984678e-03	-3.774883e-02	-1.376696e+01	2.144133e+00	-1.269490e+01	1.483903e+01
201           	-2.264143e-01	-1.509606e-01	-7.545367e-02	-6.168219e-17	-3.986167e-03	3.986167e-03	-3.986167e-03	-3.775347e-02	-1.376920e+01	2.144397e+00	-1.269700e+01	1.484139e+01
202           	-2.264806e-01	-1.510002e-01	-7.548035e-02	-6.166005e-17	-3.987334e-03	3.987334e-03	-3.987334e-03	-3.775995e-02	-1.377065e+01	2.144765e+00	-1.269827e+01	1.484304e+01
203           	-2.265588e-01	-1.510433e-01	-7.551550e-02	-6.166325e-17	-3.988711e-03	3.988711e-03	-3.988711e-03	-3.776388e-02	-1.377278e+01	2.144988e+00	-1.270028e+01	1.484527e+01
204           	-2.266193e-01	-1.510791e-01	-7.554014e-02	-6.164173e-17	-3.989776e-03	3.989776e-03	-3.989776e-03	-3.776951e-02	-1.377413e+01	2.145308e+00	-1.270148e+01	1.484678e+01
205           	-2.266925e-01	-1.511191e-01	-7.557340e-02	-6.164574e-17	-3.991065e-03	3.991065e-03	-3.991065e-03	-3.777284e-02	-1.377613e+01	2.145498e+00	-1.270338e+01	1.484888e+01
206           	-2.267482e-01	-1.511521e-01	-7.559611e-02	-6.162451e-17	-3.992045e-03	3.992045e-03	-3.992045e-03	-3.777798e-02	-1.377734e+01	2.145789e+00	-1.270444e+01	1.485023e+01
207           	-2.268165e-01	-1.511892e-01	-7.562727e-02	-6.162833e-17	-3.993248e-03	3.993248e-03	-3.993248e-03	-3.778097e-02	-1.377920e+01	2.145959e+00	-1.270622e+01	1.485218e+01
208           	-2.268668e-01	-1.512191e-01	-7.564768e-02	-6.160633e-17	-3.994133e-03	3.994133e-03	-3.994133e-03	-3.778570e-02	-1.378027e+01	2.146228e+00	-1.270716e+01	1.485339e+01
209           	-2.269296e-01	-1.512531e-01	-7.567652e-02	-6.160977e-17	-3.995240e-03	3.995240e-03	-3.995240e-03	-3.778829e-02	-1.378202e+01	2.146375e+00	-1.270883e+01	1.485521e+01
210           	-2.269743e-01	-1.512797e-01	-7.569459e-02	-6.158763e-17	-3.996026e-03	3.996026e-03	-3.996026e-03	-3.779256e-02	-1.378298e+01	2.146617e+00	-1.270967e+01	1.485628e+01
211           	-2.270321e-01	-1.513108e-01	-7.572129e-02	-6.159150e-17	-3.997044e-03	3.997044e-03	-3.997044e-03	-3.779475e-02	-1.378461e+01	2.146742e+00	-1.271123e+01	1.485798e+01
212           	-2.270721e-01	-1.513347e-01	-7.573738e-02	-6.157006e-17	-3.997748e-03	3.997748e-03	-3.997748e-03	-3.779867e-02	-1.378544e+01	2.146964e+00	-1.271195e+01	1.485892e+01
213           	-2.271255e-01	-1.513633e-01	-7.576217e-02	-6.157469e-17	-3.998688e-03	3.998688e-03	-3.998688e-03	-3.780057e-02	-1.378694e+01	2.147072e+00	-1.271341e+01	1.486048e+01
214           	-2.271610e-01	-1.513847e-01	-7.577630e-02	-6.155361e-17	-3.999313e-03	3.999313e-03	-3.999313e-03	-3.780419e-02	-1.378765e+01	2.147278e+00	-1.271401e+01	1.486129e+01
215           	-2.272100e-01	-1.514108e-01	-7.579918e-02	-6.155851e-17	-4.000176e-03	4.000176e-03	-4.000176e-03	-3.780582e-02	-1.378905e+01	2.147371e+00	-1.271537e+01	1.486274e+01
216           	-2.272413e-01	-1.514298e-01	-7.581150e-02	-6.153714e-17	-4.000726e-03	4.000726e-03	-4.000726e-03	-3.780913e-02	-1.378967e+01	2.147559e+00	-1.271589e+01	1.486344e+01
217           	-2.272888e-01	-1.514546e-01	-7.583422e-02	-6.154300e-17	-4.001564e-03	4.001564e-03	-4.001564e-03	-3.781019e-02	-1.379108e+01	2.147619e+00	-1.271727e+01	1.486489e+01
218           	-2.273147e-01	-1.514706e-01	-7.584415e-02	-6.152002e-17	-4.002020e-03	4.002020e-03	-4.002020e-03	-3.781322e-02	-1.379153e+01	2.147791e+00	-1.271763e+01	1.486542e+01
219           	-2.273575e-01	-1.514928e-01	-7.586475e-02	-6.152469e-17	-4.002773e-03	4.002773e-03	-4.002773e-03	-3.781400e-02	-1.379281e+01	2.147835e+00	-1.271890e+01	1.486673e+01
220           	-2.273789e-01	-1.515065e-01	-7.587248e-02	-6.150093e-17	-4.003150e-03	4.003150e-03	-4.003150e-03	-3.781699e-02	-1.379314e+01	2.148005e+00	-1.271914e+01	1.486714e+01
221           	-2.274173e-01	-1.515263e-01	-7.589098e-02	-6.150505e-17	-4.003826e-03	4.003826e-03	-4.003826e-03	-3.781769e-02	-1.379431e+01	2.148045e+00	-1.272029e+01	1.486834e+01
222           	-2.274382e-01	-1.515392e-01	-7.589896e-02	-6.148335e-17	-4.004193e-03	4.004193e-03	-4.004193e-03	-3.782013e-02	-1.379467e+01	2.148184e+00	-1.272057e+01	1.486876e+01
223           	-2.274769e-01	-1.515587e-01	-7.591812e-02	-6.149064e-17	-4.004874e-03	4.004874e-03	-4.004874e-03	-3.782031e-02	-1.379588e+01	2.148194e+00	-1.272179e+01	1.486998e+01
224           	-2.274930e-01	-1.515693e-01	-7.592366e-02	-6.146881e-17	-4.005158e-03	4.005158e-03	-4.005158e-03	-3.782283e-02	-1.379609e+01	2.148336e+00	-1.272192e+01	1.487025e+01
225           	-2.275276e-01	-1.515866e-01	-7.594106e-02	-6.147601e-17	-4.005768e-03	4.005768e-03	-4.005768e-03	-3.782275e-02	-1.379720e+01	2.148332e+00	-1.272303e+01	1.487136e+01
226           	-2.275402e-01	-1.515951e-01	-7.594513e-02	-6.145434e-17	-4.005989e-03	4.005989e-03	-4.005989e-03	-3.782497e-02	-1.379730e+01	2.148458e+00	-1.272307e+01	1.487153e+01
227           	-2.275711e-01	-1.516105e-01	-7.596062e-02	-6.146198e-17	-4.006533e-03	4.006533e-03	-4.006533e-03	-3.782492e-02	-1.379831e+01	2.148455e+00	-1.272408e+01	1.487253e+01
228           	-2.275804e-01	-1.516175e-01	-7.596295e-02	-6.144113e-17	-4.006698e-03	4.006698e-03	-4.006698e-03	-3.782727e-02	-1.379833e+01	2.148589e+00	-1.272403e+01	1.487262e+01
229           	-2.276098e-01	-1.516319e-01	-7.597788e-02	-6.145017e-17	-4.007215e-03	4.007215e-03	-4.007215e-03	-3.782702e-02	-1.379930e+01	2.148575e+00	-1.272501e+01	1.487359e+01
230           	-2.276172e-01	-1.516378e-01	-7.597936e-02	-6.142977e-17	-4.007345e-03	4.007345e-03	-4.007345e-03	-3.782923e-02	-1.379926e+01	2.148700e+00	-1.272491e+01	1.487361e+01
231           	-2.276449e-01	-1.516511e-01	-7.599371e-02	-6.143914e-17	-4.007832e-03	4.007832e-03	-4.007832e-03	-3.782872e-02	-1.380018e+01	2.148671e+00	-1.272585e+01	1.487452e+01
232           	-2.276496e-01	-1.516556e-01	-7.599404e-02	-6.141813e-17	-4.007915e-03	4.007915e-03	-4.007915e-03	-3.783076e-02	-1.380007e+01	2.148787e+00	-1.272567e+01	1.487446e+01
233           	-2.276749e-01	-1.516676e-01	-7.600739e-02	-6.142663e-17	-4.008362e-03	4.008362e-03	-4.008362e-03	-3.783008e-02	-1.380093e+01	2.148749e+00	-1.272656e+01	1.487531e+01
234           	-2.276774e-01	-1.516707e-01	-7.600666e-02	-6.140474e-17	-4.008405e-03	4.008405e-03	-4.008405e-03	-3.783203e-02	-1.380077e+01	2.148859e+00	-1.272634e+01	1.487519e+01
235           	-2.277010e-01	-1.516817e-01	-7.601931e-02	-6.141311e-17	-4.008821e-03	4.008821e-03	-4.008821e-03	-3.783121e-02	-1.380160e+01	2.148812e+00	-1.272719e+01	1.487600e+01
236           	-2.277023e-01	-1.516841e-01	-7.601820e-02	-6.139157e-17	-4.008843e-03	4.008843e-03	-4.008843e-03	-3.783296e-02	-1.380141e+01	2.148912e+00	-1.272695e+01	1.487586e+01
237           	-2.277245e-01	-1.516942e-01	-7.603028e-02	-6.140050e-17	-4.009233e-03	4.009233e-03	-4.009233e-03	-3.783195e-02	-1.380221e+01	2.148855e+00	-1.272778e+01	1.487664e+01
238           	-2.277238e-01	-1.516955e-01	-7.602828e-02	-6.137924e-17	-4.009221e-03	4.009221e-03	-4.009221e-03	-3.783360e-02	-1.380198e+01	2.148949e+00	-1.272751e+01	1.487646e+01
239           	-2.277440e-01	-1.517045e-01	-7.603951e-02	-6.138873e-17	-4.009578e-03	4.009578e-03	-4.009578e-03	-3.783251e-02	-1.380276e+01	2.148886e+00	-1.272831e+01	1.487720e+01
240           	-2.277413e-01	-1.517048e-01	-7.603649e-02	-6.136779e-17	-4.009530e-03	4.009530e-03	-4.009530e-03	-3.783417e-02	-1.380247e+01	2.148981e+00	-1.272798e+01	1.487696e+01
241           	-2.277614e-01	-1.517135e-01	-7.604785e-02	-6.137835e-17	-4.009884e-03	4.009884e-03	-4.009884e-03	-3.783284e-02	-1.380323e+01	2.148905e+00	-1.272878e+01	1.487769e+01
242           	-2.277584e-01	-1.517137e-01	-7.604466e-02	-6.135837e-17	-4.009831e-03	4.009831e-03	-4.009831e-03	-3.783453e-02	-1.380292e+01	2.149001e+00	-1.272842e+01	1.487742e+01
243           	-2.277767e-01	-1.517216e-01	-7.605506e-02	-6.136913e-17	-4.010153e-03	4.010153e-03	-4.010153e-03	-3.783327e-02	-1.380361e+01	2.148930e+00	-1.272915e+01	1.487808e+01
244           	-2.277704e-01	-1.517200e-01	-7.605044e-02	-6.134915e-17	-4.010043e-03	4.010043e-03	-4.010043e-03	-3.783477e-02	-1.380321e+01	2.149015e+00	-1.272870e+01	1.487772e+01
245           	-2.277859e-01	-1.517262e-01	-7.605965e-02	-6.135989e-17	-4.010315e-03	4.010315e-03	-4.010315e-03	-3.783329e-02	-1.380384e+01	2.148931e+00	-1.272937e+01	1.487830e+01
246           	-2.277781e-01	-1.517238e-01	-7.605424e-02	-6.133996e-17	-4.010177e-03	4.010177e-03	-4.010177e-03	-3.783478e-02	-1.380342e+01	2.149016e+00	-1.272891e+01	1.487793e+01
