# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 2.600000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
373           	-2.276811e-01	-1.516541e-01	-7.602699e-02	-6.122874e-17	-4.008470e-03	4.008470e-03	-4.008470e-03	-3.781357e-02	-1.380162e+01	2.147811e+00	-1.272771e+01	1.487552e+01
374           	-2.276680e-01	-1.516493e-01	-7.601874e-02	-6.121301e-17	-4.008240e-03	4.008240e-03	-4.008240e-03	-3.781528e-02	-1.380105e+01	2.147908e+00	-1.272710e+01	1.487501e+01
375           	-2.276805e-01	-1.516539e-01	-7.602664e-02	-6.122936e-17	-4.008460e-03	4.008460e-03	-4.008460e-03	-3.781361e-02	-1.380163e+01	2.147813e+00	-1.272772e+01	1.487553e+01
376           	-2.276684e-01	-1.516495e-01	-7.601896e-02	-6.121340e-17	-4.008247e-03	4.008247e-03	-4.008247e-03	-3.781525e-02	-1.380109e+01	2.147906e+00	-1.272713e+01	1.487504e+01
377           	-2.276811e-01	-1.516541e-01	-7.602704e-02	-6.122904e-17	-4.008471e-03	4.008471e-03	-4.008471e-03	-3.781353e-02	-1.380165e+01	2.147808e+00	-1.272775e+01	1.487556e+01
378           	-2.276686e-01	-1.516495e-01	-7.601909e-02	-6.121276e-17	-4.008249e-03	4.008249e-03	-4.008249e-03	-3.781519e-02	-1.380108e+01	2.147903e+00	-1.272713e+01	1.487503e+01
379           	-2.276809e-01	-1.516540e-01	-7.602698e-02	-6.122845e-17	-4.008467e-03	4.008467e-03	-4.008467e-03	-3.781349e-02	-1.380162e+01	2.147806e+00	-1.272772e+01	1.487552e+01
380           	-2.276680e-01	-1.516492e-01	-7.601885e-02	-6.121245e-17	-4.008240e-03	4.008240e-03	-4.008240e-03	-3.781515e-02	-1.380104e+01	2.147901e+00	-1.272709e+01	1.487499e+01
381           	-2.276799e-01	-1.516535e-01	-7.602646e-02	-6.122878e-17	-4.008450e-03	4.008450e-03	-4.008450e-03	-3.781351e-02	-1.380159e+01	2.147807e+00	-1.272768e+01	1.487549e+01
382           	-2.276671e-01	-1.516488e-01	-7.601837e-02	-6.121312e-17	-4.008224e-03	4.008224e-03	-4.008224e-03	-3.781520e-02	-1.380104e+01	2.147903e+00	-1.272708e+01	1.487499e+01
383           	-2.276798e-01	-1.516534e-01	-7.602637e-02	-6.122928e-17	-4.008447e-03	4.008447e-03	-4.008447e-03	-3.781351e-02	-1.380161e+01	2.147808e+00	-1.272771e+01	1.487552e+01
384           	-2.276676e-01	-1.516490e-01	-7.601862e-02	-6.121347e-17	-4.008232e-03	4.008232e-03	-4.008232e-03	-3.781517e-02	-1.380107e+01	2.147901e+00	-1.272712e+01	1.487502e+01
385           	-2.276803e-01	-1.516536e-01	-7.602669e-02	-6.122930e-17	-4.008456e-03	4.008456e-03	-4.008456e-03	-3.781346e-02	-1.380163e+01	2.147805e+00	-1.272773e+01	1.487553e+01
386           	-2.276677e-01	-1.516490e-01	-7.601872e-02	-6.121310e-17	-4.008234e-03	4.008234e-03	-4.008234e-03	-3.781513e-02	-1.380105e+01	2.147899e+00	-1.272710e+01	1.487500e+01
387           	-2.276798e-01	-1.516534e-01	-7.602642e-02	-6.122914e-17	-4.008447e-03	4.008447e-03	-4.008447e-03	-3.781347e-02	-1.380158e+01	2.147805e+00	-1.272768e+01	1.487549e+01
388           	-2.276668e-01	-1.516486e-01	-7.601825e-02	-6.121331e-17	-4.008219e-03	4.008219e-03	-4.008219e-03	-3.781516e-02	-1.380101e+01	2.147901e+00	-1.272706e+01	1.487496e+01
389           	-2.276789e-01	-1.516530e-01	-7.602595e-02	-6.122943e-17	-4.008432e-03	4.008432e-03	-4.008432e-03	-3.781351e-02	-1.380157e+01	2.147807e+00	-1.272767e+01	1.487547e+01
390           	-2.276664e-01	-1.516484e-01	-7.601798e-02	-6.121368e-17	-4.008211e-03	4.008211e-03	-4.008211e-03	-3.781520e-02	-1.380102e+01	2.147904e+00	-1.272707e+01	1.487497e+01
391           	-2.276793e-01	-1.516531e-01	-7.602616e-02	-6.122954e-17	-4.008438e-03	4.008438e-03	-4.008438e-03	-3.781349e-02	-1.380160e+01	2.147806e+00	-1.272770e+01	1.487551e+01
392           	-2.276672e-01	-1.516487e-01	-7.601846e-02	-6.121319e-17	-4.008225e-03	4.008225e-03	-4.008225e-03	-3.781513e-02	-1.380105e+01	2.147899e+00	-1.272710e+01	1.487500e+01
393           	-2.276799e-01	-1.516533e-01	-7.602654e-02	-6.122897e-17	-4.008448e-03	4.008448e-03	-4.008448e-03	-3.781340e-02	-1.380161e+01	2.147801e+00	-1.272771e+01	1.487551e+01
394           	-2.276672e-01	-1.516487e-01	-7.601855e-02	-6.121275e-17	-4.008226e-03	4.008226e-03	-4.008226e-03	-3.781506e-02	-1.380103e+01	2.147896e+00	-1.272708e+01	1.487498e+01
395           	-2.276792e-01	-1.516530e-01	-7.602622e-02	-6.122871e-17	-4.008437e-03	4.008437e-03	-4.008437e-03	-3.781341e-02	-1.380157e+01	2.147801e+00	-1.272767e+01	1.487547e+01
396           	-2.276663e-01	-1.516483e-01	-7.601805e-02	-6.121315e-17	-4.008210e-03	4.008210e-03	-4.008210e-03	-3.781512e-02	-1.380101e+01	2.147899e+00	-1.272706e+01	1.487495e+01
397           	-2.276788e-01	-1.516528e-01	-7.602594e-02	-6.122950e-17	-4.008429e-03	4.008429e-03	-4.008429e-03	-3.781345e-02	-1.380158e+01	2.147804e+00	-1.272768e+01	1.487548e+01
398           	-2.276665e-01	-1.516484e-01	-7.601812e-02	-6.121375e-17	-4.008212e-03	4.008212e-03	-4.008212e-03	-3.781512e-02	-1.380104e+01	2.147899e+00	-1.272709e+01	1.487499e+01
399           	-2.276792e-01	-1.516531e-01	-7.602617e-02	-6.122985e-17	-4.008437e-03	4.008437e-03	-4.008437e-03	-3.781345e-02	-1.380161e+01	2.147804e+00	-1.272771e+01	1.487551e+01
400           	-2.276671e-01	-1.516486e-01	-7.601845e-02	-6.121376e-17	-4.008223e-03	4.008223e-03	-4.008223e-03	-3.781509e-02	-1.380105e+01	2.147897e+00	-1.272710e+01	1.487500e+01
401           	-2.276796e-01	-1.516532e-01	-7.602641e-02	-6.122956e-17	-4.008444e-03	4.008444e-03	-4.008444e-03	-3.781340e-02	-1.380160e+01	2.147801e+00	-1.272770e+01	1.487550e+01
402           	-2.276667e-01	-1.516484e-01	-7.601822e-02	-6.121372e-17	-4.008216e-03	4.008216e-03	-4.008216e-03	-3.781511e-02	-1.380101e+01	2.147898e+00	-1.272706e+01	1.487496e+01
403           	-2.276786e-01	-1.516528e-01	-7.602584e-02	-6.122990e-17	-4.008426e-03	4.008426e-03	-4.008426e-03	-3.781347e-02	-1.380155e+01	2.147805e+00	-1.272765e+01	1.487545e+01
404           	-2.276657e-01	-1.516480e-01	-7.601767e-02	-6.121415e-17	-4.008199e-03	4.008199e-03	-4.008199e-03	-3.781519e-02	-1.380099e+01	2.147903e+00	-1.272704e+01	1.487494e+01
405           	-2.276783e-01	-1.516527e-01	-7.602564e-02	-6.123047e-17	-4.008422e-03	4.008422e-03	-4.008422e-03	-3.781353e-02	-1.380157e+01	2.147809e+00	-1.272766e+01	1.487547e+01
406           	-2.276664e-01	-1.516484e-01	-7.601802e-02	-6.121448e-17	-4.008211e-03	4.008211e-03	-4.008211e-03	-3.781518e-02	-1.380103e+01	2.147902e+00	-1.272708e+01	1.487498e+01
407           	-2.276793e-01	-1.516531e-01	-7.602617e-02	-6.123010e-17	-4.008438e-03	4.008438e-03	-4.008438e-03	-3.781347e-02	-1.380160e+01	2.147805e+00	-1.272770e+01	1.487550e+01
408           	-2.276668e-01	-1.516485e-01	-7.601828e-02	-6.121380e-17	-4.008219e-03	4.008219e-03	-4.008219e-03	-3.781514e-02	-1.380103e+01	2.147900e+00	-1.272708e+01	1.487498e+01
409           	-2.276793e-01	-1.516531e-01	-7.602622e-02	-6.122946e-17	-4.008439e-03	4.008439e-03	-4.008439e-03	-3.781344e-02	-1.380158e+01	2.147804e+00	-1.272767e+01	1.487548e+01
410           	-2.276665e-01	-1.516484e-01	-7.601815e-02	-6.121343e-17	-4.008214e-03	4.008214e-03	-4.008214e-03	-3.781512e-02	-1.380100e+01	2.147899e+00	-1.272705e+01	1.487495e+01
411           	-2.276786e-01	-1.516528e-01	-7.602582e-02	-6.122973e-17	-4.008426e-03	4.008426e-03	-4.008426e-03	-3.781348e-02	-1.380155e+01	2.147805e+00	-1.272765e+01	1.487545e+01
412           	-2.276659e-01	-1.516481e-01	-7.601778e-02	-6.121405e-17	-4.008203e-03	4.008203e-03	-4.008203e-03	-3.781518e-02	-1.380100e+01	2.147902e+00	-1.272705e+01	1.487495e+01
413           	-2.276786e-01	-1.516528e-01	-7.602582e-02	-6.123019e-17	-4.008427e-03	4.008427e-03	-4.008427e-03	-3.781350e-02	-1.380158e+01	2.147807e+00	-1.272768e+01	1.487549e+01
414           	-2.276665e-01	-1.516484e-01	-7.601812e-02	-6.121436e-17	-4.008214e-03	4.008214e-03	-4.008214e-03	-3.781516e-02	-1.380104e+01	2.147901e+00	-1.272709e+01	1.487499e+01
415           	-2.276794e-01	-1.516531e-01	-7.602623e-02	-6.123016e-17	-4.008440e-03	4.008440e-03	-4.008440e-03	-3.781346e-02	-1.380160e+01	2.147805e+00	-1.272770e+01	1.487550e+01
416           	-2.276669e-01	-1.516486e-01	-7.601830e-02	-6.121394e-17	-4.008219e-03	4.008219e-03	-4.008219e-03	-3.781513e-02	-1.380102e+01	2.147899e+00	-1.272708e+01	1.487497e+01
417           	-2.276790e-01	-1.516530e-01	-7.602604e-02	-6.122996e-17	-4.008433e-03	4.008433e-03	-4.008433e-03	-3.781347e-02	-1.380156e+01	2.147805e+00	-1.272766e+01	1.487546e+01
418           	-2.276661e-01	-1.516482e-01	-7.601790e-02	-6.121410e-17	-4.008207e-03	4.008207e-03	-4.008207e-03	-3.781517e-02	-1.380099e+01	2.147902e+00	-1.272704e+01	1.487494e+01
419           	-2.276783e-01	-1.516527e-01	-7.602564e-02	-6.123020e-17	-4.008421e-03	4.008421e-03	-4.008421e-03	-3.781352e-02	-1.380155e+01	2.147808e+00	-1.272765e+01	1.487546e+01
420           	-2.276659e-01	-1.516482e-01	-7.601771e-02	-6.121442e-17	-4.008202e-03	4.008202e-03	-4.008202e-03	-3.781522e-02	-1.380101e+01	2.147905e+00	-1.272705e+01	1.487496e+01
421           	-2.276789e-01	-1.516529e-01	-7.602591e-02	-6.123026e-17	-4.008431e-03	4.008431e-03	-4.008431e-03	-3.781352e-02	-1.380159e+01	2.147808e+00	-1.272769e+01	1.487549e+01
422           	-2.276668e-01	-1.516485e-01	-7.601824e-02	-6.121389e-17	-4.008218e-03	4.008218e-03	-4.008218e-03	-3.781515e-02	-1.380104e+01	2.147901e+00	-1.272709e+01	1.487499e+01
423           	-2.276796e-01	-1.516532e-01	-7.602635e-02	-6.122964e-17	-4.008443e-03	4.008443e-03	-4.008443e-03	-3.781343e-02	-1.380160e+01	2.147803e+00	-1.272769e+01	1.487550e+01
424           	-2.276670e-01	-1.516486e-01	-7.601839e-02	-6.121341e-17	-4.008221e-03	4.008221e-03	-4.008221e-03	-3.781510e-02	-1.380102e+01	2.147898e+00	-1.272707e+01	1.487497e+01
425           	-2.276790e-01	-1.516530e-01	-7.602608e-02	-6.122935e-17	-4.008434e-03	4.008434e-03	-4.008434e-03	-3.781344e-02	-1.380156e+01	2.147803e+00	-1.272766e+01	1.487546e+01
426           	-2.276662e-01	-1.516482e-01	-7.601793e-02	-6.121376e-17	-4.008207e-03	4.008207e-03	-4.008207e-03	-3.781515e-02	-1.380100e+01	2.147901e+00	-1.272705e+01	1.487495e+01
427           	-2.276787e-01	-1.516528e-01	-7.602585e-02	-6.123010e-17	-4.008427e-03	4.008427e-03	-4.008427e-03	-3.781349e-02	-1.380158e+01	2.147806e+00	-1.272767e+01	1.487548e+01
428           	-2.276664e-01	-1.516484e-01	-7.601804e-02	-6.121432e-17	-4.008211e-03	4.008211e-03	-4.008211e-03	-3.781516e-02	-1.380104e+01	2.147901e+00	-1.272709e+01	1.487499e+01
429           	-2.276792e-01	-1.516531e-01	-7.602612e-02	-6.123040e-17	-4.008437e-03	4.008437e-03	-4.008437e-03	-3.781349e-02	-1.380161e+01	2.147806e+00	-1.272770e+01	1.487551e+01
430           	-2.276671e-01	-1.516487e-01	-7.601842e-02	-6.121429e-17	-4.008224e-03	4.008224e-03	-4.008224e-03	-3.781514e-02	-1.380105e+01	2.147900e+00	-1.272710e+01	1.487500e+01
431           	-2.276797e-01	-1.516533e-01	-7.602639e-02	-6.123008e-17	-4.008445e-03	4.008445e-03	-4.008445e-03	-3.781345e-02	-1.380160e+01	2.147804e+00	-1.272769e+01	1.487550e+01
432           	-2.276667e-01	-1.516485e-01	-7.601822e-02	-6.121422e-17	-4.008217e-03	4.008217e-03	-4.008217e-03	-3.781516e-02	-1.380101e+01	2.147901e+00	-1.272706e+01	1.487496e+01
433           	-2.276787e-01	-1.516529e-01	-7.602585e-02	-6.123038e-17	-4.008429e-03	4.008429e-03	-4.008429e-03	-3.781352e-02	-1.380155e+01	2.147808e+00	-1.272765e+01	1.487546e+01
434           	-2.276659e-01	-1.516482e-01	-7.601769e-02	-6.121462e-17	-4.008202e-03	4.008202e-03	-4.008202e-03	-3.781524e-02	-1.380099e+01	2.147906e+00	-1.272704e+01	1.487495e+01
435           	-2.276785e-01	-1.516528e-01	-7.602568e-02	-6.123092e-17	-4.008425e-03	4.008425e-03	-4.008425e-03	-3.781358e-02	-1.380157e+01	2.147812e+00	-1.272767e+01	1.487548e+01
436           	-2.276666e-01	-1.516485e-01	-7.601807e-02	-6.121491e-17	-4.008215e-03	4.008215e-03	-4.008215e-03	-3.781523e-02	-1.380104e+01	2.147905e+00	-1.272708e+01	1.487499e+01
437           	-2.276795e-01	-1.516533e-01	-7.602623e-02	-6.123051e-17	-4.008442e-03	4.008442e-03	-4.008442e-03	-3.781352e-02	-1.380160e+01	2.147808e+00	-1.272770e+01	1.487551e+01
438           	-2.276671e-01	-1.516487e-01	-7.601835e-02	-6.121420e-17	-4.008223e-03	4.008223e-03	-4.008223e-03	-3.781519e-02	-1.380103e+01	2.147903e+00	-1.272708e+01	1.487499e+01
439           	-2.276796e-01	-1.516533e-01	-7.602630e-02	-6.122984e-17	-4.008444e-03	4.008444e-03	-4.008444e-03	-3.781350e-02	-1.380158e+01	2.147807e+00	-1.272768e+01	1.487549e+01
440           	-2.276668e-01	-1.516486e-01	-7.601824e-02	-6.121381e-17	-4.008219e-03	4.008219e-03	-4.008219e-03	-3.781517e-02	-1.380101e+01	2.147902e+00	-1.272706e+01	1.487496e+01
441           	-2.276789e-01	-1.516530e-01	-7.602591e-02	-6.123009e-17	-4.008431e-03	4.008431e-03	-4.008431e-03	-3.781353e-02	-1.380156e+01	2.147809e+00	-1.272765e+01	1.487546e+01
442           	-2.276662e-01	-1.516483e-01	-7.601788e-02	-6.121440e-17	-4.008208e-03	4.008208e-03	-4.008208e-03	-3.781523e-02	-1.380101e+01	2.147905e+00	-1.272706e+01	1.487496e+01
443           	-2.276790e-01	-1.516530e-01	-7.602593e-02	-6.123052e-17	-4.008433e-03	4.008433e-03	-4.008433e-03	-3.781355e-02	-1.380159e+01	2.147810e+00	-1.272769e+01	1.487550e+01
444           	-2.276669e-01	-1.516487e-01	-7.601823e-02	-6.121467e-17	-4.008220e-03	4.008220e-03	-4.008220e-03	-3.781521e-02	-1.380105e+01	2.147904e+00	-1.272709e+01	1.487500e+01
445           	-2.276797e-01	-1.516534e-01	-7.602635e-02	-6.123046e-17	-4.008446e-03	4.008446e-03	-4.008446e-03	-3.781351e-02	-1.380161e+01	2.147808e+00	-1.272771e+01	1.487551e+01
446           	-2.276672e-01	-1.516488e-01	-7.601843e-02	-6.121423e-17	-4.008226e-03	4.008226e-03	-4.008226e-03	-3.781518e-02	-1.380103e+01	2.147902e+00	-1.272708e+01	1.487498e+01
447           	-2.276794e-01	-1.516532e-01	-7.602617e-02	-6.123024e-17	-4.008440e-03	4.008440e-03	-4.008440e-03	-3.781353e-02	-1.380157e+01	2.147808e+00	-1.272767e+01	1.487547e+01
448           	-2.276665e-01	-1.516485e-01	-7.601804e-02	-6.121436e-17	-4.008213e-03	4.008213e-03	-4.008213e-03	-3.781522e-02	-1.380100e+01	2.147905e+00	-1.272705e+01	1.487495e+01
449           	-2.276787e-01	-1.516529e-01	-7.602578e-02	-6.123045e-17	-4.008428e-03	4.008428e-03	-4.008428e-03	-3.781357e-02	-1.380156e+01	2.147811e+00	-1.272765e+01	1.487547e+01
450           	-2.276662e-01	-1.516484e-01	-7.601785e-02	-6.121466e-17	-4.008209e-03	4.008209e-03	-4.008209e-03	-3.781528e-02	-1.380102e+01	2.147908e+00	-1.272706e+01	1.487497e+01
451           	-2.276792e-01	-1.516532e-01	-7.602605e-02	-6.123050e-17	-4.008437e-03	4.008437e-03	-4.008437e-03	-3.781357e-02	-1.380160e+01	2.147811e+00	-1.272769e+01	1.487550e+01
452           	-2.276672e-01	-1.516488e-01	-7.601839e-02	-6.121411e-17	-4.008225e-03	4.008225e-03	-4.008225e-03	-3.781520e-02	-1.380105e+01	2.147904e+00	-1.272710e+01	1.487500e+01
453           	-2.276800e-01	-1.516535e-01	-7.602650e-02	-6.122986e-17	-4.008450e-03	4.008450e-03	-4.008450e-03	-3.781348e-02	-1.380161e+01	2.147806e+00	-1.272770e+01	1.487551e+01
454           	-2.276674e-01	-1.516488e-01	-7.601853e-02	-6.121361e-17	-4.008228e-03	4.008228e-03	-4.008228e-03	-3.781515e-02	-1.380103e+01	2.147900e+00	-1.272708e+01	1.487498e+01
455           	-2.276794e-01	-1.516532e-01	-7.602623e-02	-6.122954e-17	-4.008441e-03	4.008441e-03	-4.008441e-03	-3.781349e-02	-1.380157e+01	2.147806e+00	-1.272767e+01	1.487548e+01
456           	-2.276666e-01	-1.516485e-01	-7.601808e-02	-6.121395e-17	-4.008214e-03	4.008214e-03	-4.008214e-03	-3.781520e-02	-1.380101e+01	2.147903e+00	-1.272706e+01	1.487496e+01
457           	-2.276791e-01	-1.516531e-01	-7.602600e-02	-6.123028e-17	-4.008434e-03	4.008434e-03	-4.008434e-03	-3.781354e-02	-1.380158e+01	2.147809e+00	-1.272768e+01	1.487549e+01
458           	-2.276668e-01	-1.516486e-01	-7.601819e-02	-6.121449e-17	-4.008218e-03	4.008218e-03	-4.008218e-03	-3.781521e-02	-1.380105e+01	2.147904e+00	-1.272709e+01	1.487500e+01
459           	-2.276796e-01	-1.516533e-01	-7.602627e-02	-6.123056e-17	-4.008444e-03	4.008444e-03	-4.008444e-03	-3.781354e-02	-1.380162e+01	2.147809e+00	-1.272771e+01	1.487552e+01
460           	-2.276675e-01	-1.516489e-01	-7.601857e-02	-6.121445e-17	-4.008231e-03	4.008231e-03	-4.008231e-03	-3.781518e-02	-1.380106e+01	2.147902e+00	-1.272711e+01	1.487501e+01
461           	-2.276801e-01	-1.516535e-01	-7.602654e-02	-6.123022e-17	-4.008452e-03	4.008452e-03	-4.008452e-03	-3.781349e-02	-1.380160e+01	2.147806e+00	-1.272770e+01	1.487551e+01
462           	-2.276671e-01	-1.516488e-01	-7.601837e-02	-6.121436e-17	-4.008224e-03	4.008224e-03	-4.008224e-03	-3.781520e-02	-1.380102e+01	2.147903e+00	-1.272707e+01	1.487497e+01
463           	-2.276791e-01	-1.516531e-01	-7.602600e-02	-6.123051e-17	-4.008435e-03	4.008435e-03	-4.008435e-03	-3.781356e-02	-1.380156e+01	2.147810e+00	-1.272766e+01	1.487547e+01
464           	-2.276662e-01	-1.516484e-01	-7.601784e-02	-6.121474e-17	-4.008209e-03	4.008209e-03	-4.008209e-03	-3.781528e-02	-1.380100e+01	2.147908e+00	-1.272705e+01	1.487496e+01
465           	-2.276789e-01	-1.516531e-01	-7.602583e-02	-6.123104e-17	-4.008431e-03	4.008431e-03	-4.008431e-03	-3.781362e-02	-1.380158e+01	2.147814e+00	-1.272767e+01	1.487549e+01
466           	-2.276670e-01	-1.516488e-01	-7.601822e-02	-6.121503e-17	-4.008221e-03	4.008221e-03	-4.008221e-03	-3.781527e-02	-1.380105e+01	2.147907e+00	-1.272709e+01	1.487500e+01
467           	-2.276799e-01	-1.516535e-01	-7.602637e-02	-6.123062e-17	-4.008448e-03	4.008448e-03	-4.008448e-03	-3.781356e-02	-1.380161e+01	2.147810e+00	-1.272771e+01	1.487552e+01
468           	-2.276674e-01	-1.516489e-01	-7.601849e-02	-6.121430e-17	-4.008230e-03	4.008230e-03	-4.008230e-03	-3.781523e-02	-1.380104e+01	2.147905e+00	-1.272709e+01	1.487500e+01
469           	-2.276800e-01	-1.516535e-01	-7.602645e-02	-6.122994e-17	-4.008450e-03	4.008450e-03	-4.008450e-03	-3.781353e-02	-1.380159e+01	2.147809e+00	-1.272769e+01	1.487549e+01
470           	-2.276672e-01	-1.516488e-01	-7.601838e-02	-6.121390e-17	-4.008225e-03	4.008225e-03	-4.008225e-03	-3.781521e-02	-1.380101e+01	2.147904e+00	-1.272706e+01	1.487497e+01
471           	-2.276792e-01	-1.516532e-01	-7.602605e-02	-6.123018e-17	-4.008437e-03	4.008437e-03	-4.008437e-03	-3.781356e-02	-1.380157e+01	2.147810e+00	-1.272766e+01	1.487547e+01
472           	-2.276666e-01	-1.516486e-01	-7.601802e-02	-6.121447e-17	-4.008214e-03	4.008214e-03	-4.008214e-03	-3.781527e-02	-1.380102e+01	2.147907e+00	-1.272706e+01	1.487497e+01
473           	-2.276793e-01	-1.516532e-01	-7.602607e-02	-6.123060e-17	-4.008438e-03	4.008438e-03	-4.008438e-03	-3.781358e-02	-1.380160e+01	2.147812e+00	-1.272769e+01	1.487550e+01
474           	-2.276672e-01	-1.516489e-01	-7.601837e-02	-6.121474e-17	-4.008226e-03	4.008226e-03	-4.008226e-03	-3.781524e-02	-1.380105e+01	2.147906e+00	-1.272710e+01	1.487501e+01
475           	-2.276801e-01	-1.516536e-01	-7.602648e-02	-6.123052e-17	-4.008452e-03	4.008452e-03	-4.008452e-03	-3.781354e-02	-1.380162e+01	2.147809e+00	-1.272771e+01	1.487552e+01
476           	-2.276675e-01	-1.516490e-01	-7.601856e-02	-6.121429e-17	-4.008231e-03	4.008231e-03	-4.008231e-03	-3.781521e-02	-1.380104e+01	2.147904e+00	-1.272709e+01	1.487499e+01
477           	-2.276797e-01	-1.516534e-01	-7.602630e-02	-6.123029e-17	-4.008445e-03	4.008445e-03	-4.008445e-03	-3.781355e-02	-1.380158e+01	2.147810e+00	-1.272767e+01	1.487548e+01
478           	-2.276668e-01	-1.516487e-01	-7.601816e-02	-6.121442e-17	-4.008219e-03	4.008219e-03	-4.008219e-03	-3.781525e-02	-1.380101e+01	2.147906e+00	-1.272705e+01	1.487496e+01
479           	-2.276790e-01	-1.516531e-01	-7.602590e-02	-6.123050e-17	-4.008433e-03	4.008433e-03	-4.008433e-03	-3.781360e-02	-1.380157e+01	2.147813e+00	-1.272766e+01	1.487547e+01
480           	-2.276665e-01	-1.516486e-01	-7.601797e-02	-6.121471e-17	-4.008214e-03	4.008214e-03	-4.008214e-03	-3.781530e-02	-1.380102e+01	2.147909e+00	-1.272707e+01	1.487498e+01
481           	-2.276795e-01	-1.516534e-01	-7.602617e-02	-6.123054e-17	-4.008442e-03	4.008442e-03	-4.008442e-03	-3.781359e-02	-1.380161e+01	2.147812e+00	-1.272770e+01	1.487551e+01
482           	-2.276675e-01	-1.516490e-01	-7.601850e-02	-6.121415e-17	-4.008230e-03	4.008230e-03	-4.008230e-03	-3.781523e-02	-1.380106e+01	2.147905e+00	-1.272710e+01	1.487501e+01
483           	-2.276802e-01	-1.516536e-01	-7.602661e-02	-6.122989e-17	-4.008455e-03	4.008455e-03	-4.008455e-03	-3.781350e-02	-1.380161e+01	2.147807e+00	-1.272771e+01	1.487552e+01
484           	-2.276676e-01	-1.516490e-01	-7.601864e-02	-6.121364e-17	-4.008233e-03	4.008233e-03	-4.008233e-03	-3.781517e-02	-1.380104e+01	2.147902e+00	-1.272709e+01	1.487499e+01
485           	-2.276797e-01	-1.516534e-01	-7.602634e-02	-6.122958e-17	-4.008445e-03	4.008445e-03	-4.008445e-03	-3.781351e-02	-1.380158e+01	2.147808e+00	-1.272767e+01	1.487548e+01
486           	-2.276668e-01	-1.516486e-01	-7.601819e-02	-6.121398e-17	-4.008219e-03	4.008219e-03	-4.008219e-03	-3.781522e-02	-1.380101e+01	2.147905e+00	-1.272706e+01	1.487497e+01
487           	-2.276793e-01	-1.516532e-01	-7.602610e-02	-6.123030e-17	-4.008439e-03	4.008439e-03	-4.008439e-03	-3.781356e-02	-1.380159e+01	2.147810e+00	-1.272769e+01	1.487550e+01
488           	-2.276670e-01	-1.516488e-01	-7.601829e-02	-6.121451e-17	-4.008223e-03	4.008223e-03	-4.008223e-03	-3.781523e-02	-1.380105e+01	2.147905e+00	-1.272710e+01	1.487500e+01
489           	-2.276799e-01	-1.516535e-01	-7.602637e-02	-6.123059e-17	-4.008448e-03	4.008448e-03	-4.008448e-03	-3.781356e-02	-1.380162e+01	2.147810e+00	-1.272772e+01	1.487553e+01
490           	-2.276677e-01	-1.516491e-01	-7.601866e-02	-6.121447e-17	-4.008235e-03	4.008235e-03	-4.008235e-03	-3.781520e-02	-1.380107e+01	2.147903e+00	-1.272712e+01	1.487502e+01
491           	-2.276803e-01	-1.516537e-01	-7.602664e-02	-6.123024e-17	-4.008456e-03	4.008456e-03	-4.008456e-03	-3.781351e-02	-1.380161e+01	2.147807e+00	-1.272771e+01	1.487551e+01
492           	-2.276674e-01	-1.516489e-01	-7.601846e-02	-6.121437e-17	-4.008228e-03	4.008228e-03	-4.008228e-03	-3.781522e-02	-1.380102e+01	2.147904e+00	-1.272707e+01	1.487498e+01
493           	-2.276793e-01	-1.516532e-01	-7.602609e-02	-6.123053e-17	-4.008439e-03	4.008439e-03	-4.008439e-03	-3.781358e-02	-1.380157e+01	2.147811e+00	-1.272766e+01	1.487547e+01
494           	-2.276665e-01	-1.516485e-01	-7.601793e-02	-6.121475e-17	-4.008212e-03	4.008212e-03	-4.008212e-03	-3.781530e-02	-1.380101e+01	2.147909e+00	-1.272705e+01	1.487496e+01
495           	-2.276791e-01	-1.516532e-01	-7.602591e-02	-6.123105e-17	-4.008435e-03	4.008435e-03	-4.008435e-03	-3.781364e-02	-1.380159e+01	2.147815e+00	-1.272768e+01	1.487549e+01
496           	-2.276672e-01	-1.516489e-01	-7.601830e-02	-6.121504e-17	-4.008225e-03	4.008225e-03	-4.008225e-03	-3.781528e-02	-1.380105e+01	2.147908e+00	-1.272710e+01	1.487500e+01
497           	-2.276800e-01	-1.516536e-01	-7.602645e-02	-6.123063e-17	-4.008452e-03	4.008452e-03	-4.008452e-03	-3.781357e-02	-1.380162e+01	2.147811e+00	-1.272771e+01	1.487552e+01
498           	-2.276676e-01	-1.516491e-01	-7.601857e-02	-6.121430e-17	-4.008233e-03	4.008233e-03	-4.008233e-03	-3.781524e-02	-1.380105e+01	2.147906e+00	-1.272710e+01	1.487500e+01
